ngram,n,predicted,first
i'm glad my,16,my,i'm glad
i'm going crazy,16,crazy,i'm going
i'm gonna watch,16,watch,i'm gonna
i'm in it,16,it,i'm in
i'm just the,16,the,i'm just
i'm like the,16,the,i'm like
i'm living in,16,in,i'm living
i'm missing out,16,out,i'm missing
i'm not but,16,but,i'm not
i'm not buying,16,buying,i'm not
i'm on board,16,board,i'm on
i'm outta here,16,here,i'm outta
i'm running out,16,out,i'm running
i'm sending you,16,you,i'm sending
i'm so busy,16,busy,i'm so
i'm still getting,16,getting,i'm still
i'm taking it,16,it,i'm taking
i'm thankful to,16,to,i'm thankful
i'm tired as,16,as,i'm tired
i'm tired but,16,but,i'm tired
i'm very glad,16,glad,i'm very
i'm waiting on,16,on,i'm waiting
i've always felt,16,felt,i've always
i've been craving,16,craving,i've been
i've been drinking,16,drinking,i've been
i've been hearing,16,hearing,i've been
i've been known,16,known,i've been
i've been lucky,16,lucky,i've been
i've been off,16,off,i've been
i've been slacking,16,slacking,i've been
i've been too,16,too,i've been
i've changed my,16,my,i've changed
i've ever tasted,16,tasted,i've ever
i've ever wanted,16,wanted,i've ever
i've realized that,16,that,i've realized
i've really enjoyed,16,enjoyed,i've really
i've said before,16,before,i've said
i've used the,16,the,i've used
i've worked with,16,with,i've worked
i've written a,16,a,i've written
i actually love,16,love,i actually
i actually took,16,took,i actually
i almost did,16,did,i almost
i am against,16,against,i am
i am allowed,16,allowed,i am
i am both,16,both,i am
i am bringing,16,bringing,i am
i am calling,16,calling,i am
i am crying,16,crying,i am
i am filled,16,filled,i am
i am if,16,if,i am
i am jealous,16,jealous,i am
i am letting,16,letting,i am
i am love,16,love,i am
i am offering,16,offering,i am
i am prepared,16,prepared,i am
i am thanks,16,thanks,i am
i am weak,16,weak,i am
i apologize if,16,if,i apologize
i appreciated the,16,the,i appreciated
i are the,16,the,i are
i ask her,16,her,i ask
i ask my,16,my,i ask
i believe and,16,and,i believe
i bet a,16,a,i bet
i blame you,16,you,i blame
i bought on,16,on,i bought
i bought two,16,two,i bought
i broke out,16,out,i broke
i burst into,16,into,i burst
i buy it,16,it,i buy
i call that,16,that,i call
i call this,16,this,i call
i can't bring,16,bring,i can't
i can't play,16,play,i can't
i can't spell,16,spell,i can't
i can believe,16,believe,i can
i can create,16,create,i can
i can fall,16,fall,i can
i can hang,16,hang,i can
i can officially,16,officially,i can
i can picture,16,picture,i can
i can sell,16,sell,i can
i cannot sleep,16,sleep,i cannot
i cant breathe,16,breathe,i cant
i care for,16,for,i care
i carry a,16,a,i carry
i caught it,16,it,i caught
i certainly did,16,did,i certainly
i change the,16,the,i change
i cheated on,16,on,i cheated
i check out,16,out,i check
i choose not,16,not,i choose
i choose the,16,the,i choose
i chose not,16,not,i chose
i cleaned up,16,up,i cleaned
i come here,16,here,i come
i could at,16,at,i could
i could hold,16,hold,i could
i could let,16,let,i could
i could post,16,post,i could
i could send,16,send,i could
i could so,16,so,i could
i couldn't care,16,care,i couldn't
i couldn't decide,16,decide,i couldn't
i covered the,16,the,i covered
i definitely don't,16,don't,i definitely
i deleted it,16,it,i deleted
i did actually,16,actually,i did
i did he,16,he,i did
i did pick,16,pick,i did
i didn't catch,16,catch,i didn't
i didn't wanna,16,wanna,i didn't
i dig your,16,your,i dig
i do as,16,as,i do
i do its,16,its,i do
i do recall,16,recall,i do
i do right,16,right,i do
i do wanna,16,wanna,i do
i don't try,16,try,i don't
i don't wish,16,wish,i don't
i dont buy,16,buy,i dont
i dont play,16,play,i dont
i dont wear,16,wear,i dont
i dreamed of,16,of,i dreamed
i dreamt that,16,that,i dreamt
i drew the,16,the,i drew
i dropped a,16,a,i dropped
i dunno what,16,what,i dunno
i dunno why,16,why,i dunno
i even bother,16,bother,i even
i even managed,16,managed,i even
i even think,16,think,i even
i expect it,16,it,i expect
i expected the,16,the,i expected
i feel less,16,less,i feel
i felt this,16,this,i felt
i figure if,16,if,i figure
i figure that,16,that,i figure
i find some,16,some,i find
i follow and,16,and,i follow
i forget about,16,about,i forget
i get asked,16,asked,i get
i get confused,16,confused,i get
i get no,16,no,i get
i get through,16,through,i get
i go see,16,see,i go
i got called,16,called,i got
i got lucky,16,lucky,i got
i got me,16,me,i got
i gotta take,16,take,i gotta
i guess to,16,to,i guess
i had received,16,received,i had
i hadnt even,16,even,i hadnt
i hate math,16,math,i hate
i have entered,16,entered,i have
i have however,16,however,i have
i have learnt,16,learnt,i have
i have listed,16,listed,i have
i have literally,16,literally,i have
i have moved,16,moved,i have
i have much,16,much,i have
i have returned,16,returned,i have
i have right,16,right,i have
i have wondered,16,wondered,i have
i haven't bought,16,bought,i haven't
i haven't slept,16,slept,i haven't
i haven't started,16,started,i haven't
i havent talked,16,talked,i havent
i havent written,16,written,i havent
i headed back,16,back,i headed
i heard someone,16,someone,i heard
i held her,16,her,i held
i hesitate to,16,to,i hesitate
i hope im,16,im,i hope
i hope youre,16,youre,i hope
i imagine you,16,you,i imagine
i insist on,16,on,i insist
i just played,16,played,i just
i just pulled,16,pulled,i just
i just registered,16,registered,i just
i just stood,16,stood,i just
i just tell,16,tell,i just
i keep going,16,going,i keep
i knew all,16,all,i knew
i knew him,16,him,i knew
i knew right,16,right,i knew
i know i'd,16,i'd,i know
i know it'll,16,it'll,i know
i know like,16,like,i know
i know theres,16,theres,i know
i know too,16,too,i know
i know with,16,with,i know
i last saw,16,saw,i last
i lay there,16,there,i lay
i learn from,16,from,i learn
i left out,16,out,i left
i left with,16,with,i left
i like but,16,but,i like
i like u,16,u,i like
i linked to,16,to,i linked
i lost track,16,track,i lost
i love chocolate,16,chocolate,i love
i love la,16,la,i love
i love spending,16,spending,i love
i loved their,16,their,i loved
i make myself,16,myself,i make
i make that,16,that,i make
i mean and,16,and,i mean
i mean im,16,im,i mean
i mean just,16,just,i mean
i might say,16,say,i might
i missed her,16,her,i missed
i missed something,16,something,i missed
i need me,16,me,i need
i needed help,16,help,i needed
i never seen,16,seen,i never
i never stopped,16,stopped,i never
i never told,16,told,i never
i not surprised,16,surprised,i not
i only knew,16,knew,i only
i originally thought,16,thought,i originally
i packed up,16,up,i packed
i picked him,16,him,i picked
i picked them,16,them,i picked
i placed a,16,a,i placed
i post the,16,the,i post
i pray i,16,i,i pray
i probably don't,16,don't,i probably
i put him,16,him,i put
i put out,16,out,i put
i raised my,16,my,i raised
i rather have,16,have,i rather
i realized they,16,they,i realized
i really cannot,16,cannot,i really
i really started,16,started,i really
i recall correctly,16,correctly,i recall
i recall the,16,the,i recall
i remember from,16,from,i remember
i remember going,16,going,i remember
i remember in,16,in,i remember
i remember what,16,what,i remember
i rode my,16,my,i rode
i run a,16,a,i run
i said nothing,16,nothing,i said
i saw two,16,two,i saw
i say all,16,all,i say
i say is,16,is,i say
i screwed up,16,up,i screwed
i second this,16,this,i second
i see at,16,at,i see
i see where,16,where,i see
i send it,16,it,i send
i sent out,16,out,i sent
i sent that,16,that,i sent
i sent to,16,to,i sent
i should buy,16,buy,i should
i should change,16,change,i should
i should look,16,look,i should
i should use,16,use,i should
i snapped a,16,a,i snapped
i sometimes feel,16,feel,i sometimes
i spend on,16,on,i spend
i stand for,16,for,i stand
i stay on,16,on,i stay
i still care,16,care,i still
i still loved,16,loved,i still
i still see,16,see,i still
i still thought,16,thought,i still
i still wanna,16,wanna,i still
i stopped in,16,in,i stopped
i stumbled on,16,on,i stumbled
i suppose that's,16,that's,i suppose
i suppose there,16,there,i suppose
i swear he,16,he,i swear
i swear im,16,im,i swear
i tend not,16,not,i tend
i thanked him,16,him,i thanked
i think after,16,after,i think
i think any,16,any,i think
i think having,16,having,i think
i think now,16,now,i think
i think theyre,16,theyre,i think
i think we'd,16,we'd,i think
i think well,16,well,i think
i thought oh,16,oh,i thought
i thought these,16,these,i thought
i threw up,16,up,i threw
i took all,16,all,i took
i tried again,16,again,i tried
i tried but,16,but,i tried
i tried on,16,on,i tried
i truly hope,16,hope,i truly
i try i,16,i,i try
i turned in,16,in,i turned
i tweet about,16,about,i tweet
i tweeted it,16,it,i tweeted
i understand and,16,and,i understand
i understand but,16,but,i understand
i use in,16,in,i use
i usually dont,16,dont,i usually
i wanna buy,16,buy,i wanna
i want nothing,16,nothing,i want
i wanted for,16,for,i wanted
i wanted that,16,that,i wanted
i was again,16,again,i was
i was calling,16,calling,i was
i was carrying,16,carrying,i was
i was dating,16,dating,i was
i was finishing,16,finishing,i was
i was flying,16,flying,i was
i was free,16,free,i was
i was frustrated,16,frustrated,i was
i was hearing,16,hearing,i was
i was hesitant,16,hesitant,i was
i was of,16,of,i was
i was serious,16,serious,i was
i was single,16,single,i was
i was stunned,16,stunned,i was
i was thankful,16,thankful,i was
i was twelve,16,twelve,i was
i wasn't following,16,following,i wasn't
i wasn't on,16,on,i wasn't
i will listen,16,listen,i will
i will punch,16,punch,i will
i will set,16,set,i will
i will walk,16,walk,i will
i wish id,16,id,i wish
i wish you'd,16,you'd,i wish
i won't forget,16,forget,i won't
i won't make,16,make,i won't
i wonder whether,16,whether,i wonder
i wont lie,16,lie,i wont
i would certainly,16,certainly,i would
i would describe,16,describe,i would
i would end,16,end,i would
i would happily,16,happily,i would
i would keep,16,keep,i would
i would stop,16,stop,i would
i would wait,16,wait,i would
i write the,16,the,i write
i wrote you,16,you,i wrote
ice cream to,16,to,ice cream
ice in the,16,the,ice in
id really like,16,like,id really
idea about the,16,the,idea about
idea but it,16,it,idea but
idea for an,16,an,idea for
idea for this,16,this,idea for
idea that there,16,there,idea that
idea was it,16,it,idea was
idea what this,16,this,idea what
idea what you're,16,you're,idea what
identified as a,16,a,identified as
idk but i,16,i,idk but
if a little,16,little,if a
if anyone ever,16,ever,if anyone
if given the,16,the,if given
if he keeps,16,keeps,if he
